Student_ID,math_score,reading_score,writing_score
1243543B5EFD,97,89,90
755F04082BAB,90,89,90
3FDAB6F305D8,74,90,90
A93879718E9D,77,91,90
6E62EDEEC905,87,92,90
DAADC4661AC4,81,92,90
44A085BE590E,77,92,90
20C92DB730F1,75,92,90
0161F5927B78,80,92,90
8790EA6B8CDE,89,96,90
FF22577E45D8,96,99,90
DCF9EF4295F6,82,83,91
033172297292,84,85,91
0EF3C5297A89,89,86,91
D345B1BE6187,73,88,91
AB4746B271B3,86,90,91
C3CD4332FA2E,68,91,91
A722B4A41DA5,89,92,91
E6685CBEABBA,83,95,91
7E12EF45845C,93,96,91
2CA5D66C2B57,73,83,92
7CF1A68E71B8,88,86,92
94D4574C3B0D,90,89,92
8A94506388C0,74,90,92
0445FC9B4632,83,91,92
38C241BD0FED,74,92,92
1AA86235A6D3,90,96,92
5F8BCBBE8780,77,83,93
C158F8DC25B8,82,85,93
B6EA96E03FF2,78,87,93
2A28170EA799,100,89,93
62CB56474A7A,79,89,93
87F1C2D9475D,90,91,93
9D0F9CA02EE7,84,92,93
56747CA55ADC,88,88,94
A3CDEB58BAA6,87,90,94
DBAAC7297A6A,83,92,94
B085E265E830,96,92,94
5C43B9A2C33B,95,93,94
573BC4E4E417,98,93,94
AF3AD9493150,85,94,94
B374656E7427,85,95,94
344AA8D3FA25,79,96,94
A04586F90A7E,80,96,94
6EE914FC1236,94,96,94
4C6303134A1E,90,97,94
8E407B81CF7E,82,98,94
347250BD864D,76,91,95
04495CEFE495,95,91,95
5AF08359EDB6,79,92,95
694905FF027C,93,93,95
71C6C7E89DB8,77,97,95
D34FAAA5668C,92,100,95
AABDA9BE3390,99,85,96
9010C0B8DDBD,80,95,96
C9211E914C49,88,95,96
332285B6EBDC,95,96,96
73DB180358CD,94,99,96
2E7E5693DF2B,91,100,96
04C3C0632C23,88,93,97
12F1FE1AF216,80,94,97
677C00429B6D,96,97,97
9B1A3F4C18BD,89,100,97
432269DF3FF6,89,91,98
7949C5218FD5,90,95,98
03CCCA86CF64,75,97,98
845B9B607D99,95,100,98
7A89D7197A23,91,100,98
B9908308D2A4,75,89,99
3DBCE4CA0A9C,92,97,99
B55DE8FD219E,82,99,99
738FFAD6D082,88,100,99
B875D6F4F4B3,100,100,99
2F3AFBD37AF5,96,94,100
51EE8B706538,96,94,100
6806D8C56948,92,96,100
BC3151E8C08B,87,96,100
00924D20099D,98,99,100
78B70E4F2601,90,99,100
8B22437CACFD,94,99,100
60D2154DAB86,100,100,100
6C6C51C7790D,90,100,100
BB0F6ABDD3BF,96,100,100
F00D3F11BCFE,93,100,100
81B7756E2D7C,96,100,100
585A3A9258FD,100,100,100
539B36A54321,99,100,100
0DB4F0C08BD8,100,100,100
947C271E8FDC,90,100,100
0B34820D8833,99,100,100
