Student_ID,Gender,Year_Group
1C9DDA9C4CBB,F,Group E
5DFC51D3BB3C,F,Group E
70318659DA49,F,Group E
00924D20099D,F,Group E
11773EC36EC1,F,Group E
0DB4F0C08BD8,F,Group E
D2FBBE842488,F,Group E
94C322D12EAA,F,Group E
62CB56474A7A,F,Group E
4FE1456322D6,F,Group E
A722B4A41DA5,F,Group E
2E7E5693DF2B,F,Group E
8B22437CACFD,F,Group E
60B7C15BF23C,F,Group E
C5B96B45072B,F,Group E
78B70E4F2601,F,Group E
920E90292BFF,F,Group E
6609C7960EAA,F,Group E
73DB180358CD,F,Group E
C27A73C1E958,M,Group E
0122E35F1919,M,Group E
BD5932B3BD71,M,Group E
6D3F608FE710,M,Group E
4A660B4E1D12,M,Group E
8B0D05E5DFAB,M,Group E
61713BB4AFCE,M,Group E
F4B18EB4652C,M,Group E
EBA8709921FF,M,Group E
8FA43DD771B2,M,Group E
E955849C4B86,M,Group E
AB4746B271B3,M,Group E
A7C2EE515FB8,M,Group E
573BC4E4E417,M,Group E
54200F61AF70,M,Group E
5E47FD12696B,M,Group E
45066AC412F5,M,Group E
EA35CA02E260,M,Group E
6794DCBE9181,M,Group E
6B188C86D3BB,M,Group E
0849A9259271,M,Group E
37808CD38737,M,Group E
975B6F95D4AE,M,Group E
52C681C4BB58,M,Group E
C3A1689DC962,M,Group E
0E13F6C2C762,M,Group E
DD07CD125535,M,Group E
CDF2F698C392,M,Group E
C1FE5D19F013,M,Group E
CE48DF40E321,M,Group E
16DC7150CCD8,M,Group E
23498828DBAD,M,Group E
2E57E622CA59,M,Group E
E898000312DC,M,Group E
04495CEFE495,M,Group E
9AB24E51F16A,M,Group E
5189D8C1F336,M,Group E
A7522D288698,M,Group E
254077DBC4D5,M,Group E
35587BE80172,M,Group E
0DED9F9A8E71,M,Group E
A1099A67BA1C,M,Group E
70FF58B9C7DD,M,Group E
A02902536932,M,Group E
F5221FAF3D22,M,Group E
7BB547276B1E,M,Group E
A72A4B827F1F,M,Group E
83D31445FEF4,M,Group E
A2FFFCBD3D99,M,Group E
4A5D8A4FD2B4,M,Group E
4C6303134A1E,M,Group E
395FE2E19FE6,M,Group E
446C38A82833,M,Group E
2DA879154519,M,Group E
F0E46D5B7AF1,M,Group E
89F1B077BA34,M,Group E
CBDFAF9B7616,M,Group E
CD06AE4F3639,M,Group E
1A13D6CCAE8E,M,Group E
E982335D6BCA,M,Group E
D40F05782253,M,Group E
67E87F36DDEC,M,Group E
CC1C1725F728,M,Group E
FC51978DBF62,M,Group E
782682A38E93,M,Group E
7E12EF45845C,M,Group E
5D962802996C,M,Group E
832D9942C6B8,M,Group E
B875D6F4F4B3,M,Group E
211BCA3E5FEE,M,Group E
B3FC85821768,M,Group E
ABAD74B3A465,M,Group E
